transaction_id,timestamp,amount,currency,sender_account,receiver_account,sender_country,sender_municipality,receiver_country,receiver_municipality,transaction_type,notes
a08e9aee-ba0f-4a98-b84d-dd08699ab105,2025-01-01 20:16:00,4026.03,SEK,SE8902YWPH88733310983578,SE8902TMSX38474464548691,Sweden,Luleå,Sweden,Nyköping,incoming,
32149004-c39b-46f0-a958-9be3f1ae05f9,2025-01-13 15:24:00,35349.9,SEK,SE8902XPHQ15953762308017,SE8902XBWW91028579125870,,Eskilstuna,Sweden,Mölndal,incoming,Reimbursement for travel
fbe439e3-f4d9-4623-be02-68e9f7efc8e4,2025-05-02 06:43:00,6736.32,SEK,SE8902BTKI53390685216432,SE8902XGBQ65373440284962,Sweden,Karlskoga,Sweden,Gävle,incoming,
7ceb2b76-7b00-4eea-a7ea-117636aaad1a,2025-04-04 20:54:00,1932.29,SEK,SE8902GQAD77323256759071,SE8902TXWD68698852887733,Sweden,Borlänge,Sweden,Eskilstuna,incoming,
fcd13615-2989-4a14-9547-60814ef8af9e,2025-02-15 16:02:00,21695.81,SEK,SE8902UGUU35326815762231,SE8902QVDX07065136908695,Sweden,Södertälje,Sweden,Helsingborg,outgoing,
0f0eaa6a-4d2f-43aa-a3ee-439c6585bdd0,2025-03-03 16:39:00,38217.05,SEK,SE8902RCRK00671714230376,SE8902MORC95963771559704,Sweden,Linköping,Sweden,Linköping,outgoing,
17eb8e88-b565-4014-b80d-736035888aef,2025-04-06 12:25:00,9927.35,SEK,SE8902SLBZ46706062219762,SE8902YCMH62501138405727,Sweden,Örnsköldsvik,Sweden,Uddevalla,incoming,
791ddb03-bad4-4a9a-9769-02f9bf074245,2025-04-28 15:45:00,3243.58,SEK,SE8902ABOS54302823852209,SE8902ZJJI38537368499499,Sweden,Helsingborg,Sweden,Sundsvall,outgoing,
b74400b7-e62b-45e8-86ba-2931639c79ac,2025-01-02 06:20:00,40345.01,SEK,SE8902JYVV72673862515999,SE8902EQCK63728076800609,Sweden,Karlstad,Sweden,Trollhättan,outgoing,
68b014d3-ede9-4b4a-841f-5b845020a023,2025-04-30 08:43:00,26993.87,SEK,SE8902QPHE36884244476446,SE8902BXJC93392072105707,Sweden,Skellefteå,Sweden,Västerås,outgoing,
eafa83e5-f7b2-4ca8-bf9f-8e1d70344773,2025-01-01 15:26:00,40958.02,SEK,SE8902DGOU52251724210139,SE8902DTWL15581241936252,Sweden,Lidingö,Sweden,Västerås,outgoing,
b69cc23b-cab9-45e3-8620-37985d9b78c2,2025-02-01 06:50:00,7273.87,SEK,SE8902BWOT03489901672599,SE8902MCRF20072685039505,Sweden,Skellefteå,Sweden,Jönköping,incoming,
b54ce17b-211b-4e25-aa90-1db93be3a2aa,2025-03-12 13:36:00,97.64,SEK,SE8902XUOQ37054183061149,SE8902ZBRA01455414601958,Sweden,Sandviken,Sweden,Norrköping,outgoing,
2d67b940-d17f-4633-b5f4-f2030c2dc4c8,2025-03-20 08:31:00,5383.51,SEK,SE8902QJSX02120298481356,SE8902VBPS31468933549596,Sweden,Karlskoga,Sweden,,incoming,Rent transfer
21c89713-c374-4ae2-8838-29485e72e223,2025-03-03 05:10:00,15203.09,SEK,SE8902EANL33346362686121,SE8902KMMG56349206484127,Sweden,Luleå,Sweden,Eskilstuna,incoming,
a72e1e85-0e44-4a57-9816-93fb0ef617d7,2025-03-08 11:49:00,21813.57,SEK,SE8902BWKM27720380863718,SE8902YSLL26649994554341,Sweden,Motala,Sweden,Eskilstuna,incoming,
9a3ea429-212b-4c9b-8395-830c2e83a817,2025-01-10 06:08:00,9364.03,SEK,SE8902REPT13055923984909,SE8902OOLM49343686376830,Sweden,Karlstad,Sweden,Uddevalla,outgoing,
1ecd51a0-30ff-4fbc-b722-54c5f09de441,2025-03-16 21:02:00,48586.3,SEK,SE8902LNMM65005427787530,SE8902MAVP99765805035027,Sweden,Ängelholm,Sweden,Eskilstuna,incoming,
0878234f-0783-4000-8adb-ea2aebc8d50b,2025-04-26 22:56:00,16777.36,SEK,SE8902GAFL88123638280516,SE8902IXLN09147641003463,Sweden,Sundsvall,Sweden,Mölndal,incoming,
4cbefa82-650f-4659-8fde-24cf8c3ffb7d,2025-03-17 16:41:00,31321.66,SEK,SE8902QILJ09667839424264,SE8902WSHS28438837480311,Sweden,Södertälje,Sweden,Karlstad,outgoing,
52b62fd2-d3d5-4ce5-842c-5db13a0cd73e,2025-01-14 12:23:00,24403.18,SEK,SE8902XARR24637715791113,SE8902ZIPR73751541971020,Sweden,,Sweden,Skövde,incoming,Utility bill
ff2447c0-91cd-47ea-b841-4d6e298052ee,2025-02-16 15:23:00,17342.5,SEK,SE8902YWQH50779746486712,SE8902IGWD35040860470840,,Sundsvall,Sweden,Göteborg,incoming,Gift to family member
484f3838-9c31-447d-8876-105de0566642,2025-04-03 21:55:00,39222.59,SEK,SE8902PRHA61506657906077,SE8902LLGR94243337164385,Sweden,Malmö,Sweden,Eskilstuna,incoming,
ab5746f1-0df4-4494-af37-eb6e899df8b7,2025-03-14 04:41:00,33153.32,SEK,SE8902WBFK37994122017616,SE8902YCMH62501138405727,Sweden,Kalmar,Sweden,Luleå,outgoing,
581ccc0d-4c4f-4325-afce-a1255c56d0fc,2025-01-25 03:34:00,30667.46,SEK,SE8902VBPS31468933549596,SE8902YUYG10929263320035,Sweden,Luleå,Sweden,Varberg,outgoing,
153f2f11-edfd-4bce-8a5a-35ea75ea3696,2025-03-14 15:52:00,43220.51,SEK,SE8902CUNN22125220865735,SE8902MPWG51569045484865,Sweden,Ängelholm,Sweden,Lidköping,incoming,
90ed2f3d-19d4-40a3-8da5-89802ca64937,2025-05-08 20:03:00,26911.51,SEK,SE8902QDDZ01493266009705,SE8902ZJVA11817265425330,Sweden,Borås,Sweden,Göteborg,outgoing,
c726295f-2cd5-410b-b510-707b31cdcf7d,2025-01-27 00:53:00,43128.36,SEK,SE8902UNVY51069080799808,SE8902ZQQX91042131747326,Sweden,Motala,Sweden,Luleå,incoming,
168ee007-2a6c-4e4b-a4bb-9caad5270ed0,2025-01-09 04:32:00,40099.61,SEK,SE8902YMVD57211621327275,SE8902NNNO44225102810397,Sweden,Piteå,Sweden,Kristianstad,incoming,
99096324-0260-4770-ac90-2fb351950526,2025-02-08 05:05:00,12574.26,SEK,SE8902LQPT91446488103734,SE8902DYMK28727836359365,Sweden,Östersund,Sweden,Norrköping,incoming,
54727942-120d-451a-9a04-1ccbdccdfa2a,2025-04-10 07:51:00,41298.81,SEK,SE8902TQXV74190163701650,SE8902PDPB59162046614533,Sweden,Piteå,Sweden,Halmstad,incoming,
23e1e9a8-f143-4520-9d37-a5abe215a99b,2025-04-19 01:05:00,13781.06,SEK,SE8902MQMR87651444736111,SE8902XJAN35723200835220,Sweden,Motala,Sweden,Trelleborg,outgoing,
f1306f85-2adf-4110-9f77-3be49799bba9,2025-01-03 10:37:00,19618.23,SEK,SE8902NPSO51568640255218,SE8902YLGE04073464233597,Sweden,Trollhättan,Sweden,Karlskrona,incoming,
3b13300d-40d6-4cc3-ad21-f271a00b2775,2025-04-14 17:40:00,11888.64,SEK,SE8902EFNV74784664776562,SE8902DIGS61927513105237,Sweden,Örnsköldsvik,Sweden,,incoming,Freelance project payment
8ede1fe7-1eae-4976-b1b4-b49fa27a33ff,2025-04-21 17:59:00,31284.84,SEK,SE8902FUXQ13611890616632,SE8902OKGM15362718359701,Sweden,,Sweden,Östersund,incoming,Loan repayment
70ee57a6-4d04-4483-a77f-6e1924231fce,2025-03-02 22:44:00,28976.88,SEK,SE8902VTXY24068790036789,SE8902FUEO19973931032909,Sweden,,Sweden,Sundsvall,outgoing,Loan repayment
2a634098-aa4b-4f22-802e-4f629a55bff3,2025-03-19 09:21:00,35987.32,SEK,SE8902YLGE04073464233597,SE8902VCAD18253035606269,Sweden,Sundsvall,Sweden,Nyköping,outgoing,
90df646f-1c32-4375-8345-2fbca9785300,2025-03-17 20:27:00,37545.25,SEK,SE8902NCHQ05383241398951,SE8902TRVE47135720140849,Sweden,Umeå,Sweden,Trelleborg,outgoing,
df8c72cf-9d50-457a-8b08-27095643cef5,2025-02-13 18:41:00,18551.37,SEK,SE8902IOUR73096302679146,SE8902BYDD28842601202864,Sweden,Gävle,Sweden,Skellefteå,outgoing,
dc5dd7fe-85bf-40d3-bcd7-59f6963ab1aa,2025-03-27 14:06:00,26109.02,SEK,SE8902CHSI75448480838708,SE8902NFJG83208273691327,Sweden,Karlskrona,Sweden,Borlänge,outgoing,
afe1cdd3-f63c-41d3-8905-677942444237,2025-04-06 06:07:00,12222.73,SEK,SE8902PUFG51102457949170,SE8902LEIQ16043588196306,Sweden,Sandviken,Sweden,Varberg,outgoing,
28b0f0b4-9338-4727-b749-2539283716f6,2025-04-22 09:26:00,25330.32,SEK,SE8902JDLY63782567946635,SE8902RWQU01903466709841,Sweden,Lund,Sweden,Norrköping,incoming,
0f1bd863-4cb7-48cf-85b4-d2aa0f249e60,2025-02-03 12:51:00,46709.62,SEK,SE8902FZSN55947389902845,SE8902AJSV94182461717656,Sweden,Göteborg,Sweden,Karlstad,outgoing,
31eb1216-0400-4011-ba0a-1b3fd37c7fa6,2025-04-17 14:31:00,33135.17,SEK,SE8902UTKC76119475507073,SE8902TDWF15245617438533,Sweden,Gävle,Sweden,Göteborg,incoming,
f467128a-9210-4e88-8fa2-d82090ad50aa,2025-02-22 17:41:00,7096.08,SEK,SE8902KMXN52564213381947,SE8902TONI18274393550042,Sweden,Eskilstuna,Sweden,Falun,outgoing,
3e19999b-ec9b-463d-8aee-6144077ef115,2025-04-02 19:33:00,19631.57,SEK,SE8902YORA10515982490383,SE8902QPHE36884244476446,Sweden,Lidköping,Sweden,Nyköping,outgoing,
a07bd31f-b13e-4cce-aceb-b7b055e9be7f,2025-02-23 10:24:00,18713.0,SEK,SE8902IJBW38904188628765,SE8902JWGD74194436561021,Sweden,Falun,Sweden,Eskilstuna,incoming,
75c5a04a-03d8-4eda-9cc9-b38005069398,2025-03-18 11:00:00,378.14,SEK,SE8902TJON16189488376725,SE8902NVBN39901843446898,Sweden,Västerås,Sweden,Kalmar,outgoing,
c7a24f3a-a1d9-44eb-a0cd-66da0c69bb11,2025-01-25 21:33:00,17011.61,SEK,SE8902CAYR28184400854269,SE8902VPUI15502095985231,Sweden,Södertälje,Sweden,Falun,outgoing,
ef7dbce3-5c53-4f77-9007-45bd9a536453,2025-01-22 09:02:00,25113.18,SEK,SE8902ORAT65143572227414,SE8902RASX95864855242605,Sweden,Ängelholm,Sweden,Kristianstad,incoming,
fbdb62e7-1fb8-4ad5-82a3-a2ec5a6871d8,2025-02-06 15:15:00,45308.46,SEK,SE8902DTWL15581241936252,SE8902KJYB05100798381483,Sweden,Växjö,Sweden,,outgoing,Salary payment
e6612c57-e409-454e-8153-d435d471b23c,2025-01-01 17:17:00,40070.68,SEK,SE8902ZKJC38755928645078,SE8902TBOJ86049292227405,Sweden,Karlstad,Sweden,Växjö,incoming,
1d84dd6f-635c-4062-a377-92067cf32946,2025-02-16 14:12:00,20742.2,SEK,SE8902NQRV40490469744981,SE8902FUAR93924916890637,Sweden,Malmö,Sweden,Skellefteå,outgoing,
145c439c-6a22-46c2-880c-4c2055c27f69,2025-01-01 04:10:00,26065.13,SEK,SE8902ORRS48118816092087,SE8902GXKS66714923613080,Sweden,Falun,Sweden,,outgoing,Salary payment
cae6e4f7-8935-465b-9145-64016c827b19,2025-05-18 11:53:00,40788.03,SEK,SE8902TNEQ21759041931830,SE8902QJSX02120298481356,Sweden,Uddevalla,Sweden,Sundsvall,outgoing,
e78d54ce-73b6-420d-b259-6fe38d0a1a7f,2025-02-22 10:38:00,20320.65,SEK,SE8902DGXX88147139459340,SE8902TGDM09742731733206,Sweden,Skövde,,Sandviken,outgoing,Rent transfer
0502ed0a-7661-4707-81d8-1015f05d40da,2025-01-17 13:09:00,23845.71,SEK,SE8902MLNA56994057710583,SE8902LHXM42438714486224,,Varberg,Sweden,Örebro,incoming,Rent transfer
172397fa-b017-4559-81e8-0a744e0ee8c4,2025-02-17 13:58:00,14496.23,SEK,SE8902TGSS63115928762234,SE8902NQRV40490469744981,Sweden,Karlstad,Sweden,Örnsköldsvik,incoming,
8f2b2267-ae3a-49a6-b0a1-18c9fed2cb96,2025-04-27 17:06:00,5652.51,SEK,SE8902GXKS66714923613080,SE8902TZSS77431559302602,Sweden,Gävle,Sweden,Helsingborg,outgoing,
472a5720-ce8a-40c8-9f63-0053243013d9,2025-03-01 09:08:00,4871.77,SEK,SE8902VWKO20169767635100,SE8902SABF96781999798332,Sweden,Stockholm,Sweden,Falun,outgoing,
a18f87ca-d011-4749-b239-787d94df4716,2025-03-07 21:59:00,26958.17,SEK,SE8902XZAS22158117574887,SE8902MCFO49095808464569,Sweden,Stockholm,Sweden,Varberg,incoming,
b30178ba-96b3-498c-9f5c-f709e919fb73,2025-02-10 20:56:00,33430.19,SEK,SE8902CFVV30512683866714,SE8902STMW83870980133580,Sweden,Borås,Sweden,Mölndal,outgoing,
f89f44dc-b081-49d9-96be-d6be477aa581,2025-01-18 20:04:00,30783.97,SEK,SE8902CEKC27544305100945,SE8902CUOA55859966187343,Sweden,Uppsala,Sweden,Luleå,incoming,
8ba1ea0b-76d7-4f7a-bfe6-5bec3847c4e7,2025-01-27 10:03:00,38054.3,SEK,SE8902QBPI92232356394837,SE8902MPFF59071266405689,,Lidköping,Sweden,Kalmar,incoming,Rent transfer
c398d6ab-0dd4-469f-9b8e-aeebe53d5f4b,2025-01-01 05:17:00,19084.44,SEK,SE8902UGGW38274485777478,SE8902BTSC01483794930785,Sweden,Norrköping,Sweden,Varberg,outgoing,
a33be4f7-5eba-4cad-9ff2-27bf16d50485,2025-04-05 02:28:00,2226.9,SEK,SE8902ZDQZ85735825212197,SE8902GYZA91851265600454,Sweden,Kalmar,Sweden,Gävle,incoming,
7b3684d7-1eb9-461f-8d73-40a305e2f367,2025-02-26 03:26:00,9661.28,SEK,SE8902OYBW39299291170957,SE8902KXMK45343849770312,Sweden,Örnsköldsvik,Sweden,Eskilstuna,outgoing,
71ecfc21-600a-49f8-b056-07f641882468,2025-05-15 04:41:00,21353.57,SEK,SE8902NPSO51568640255218,SE8902DCRG03419581347172,Sweden,Alingsås,Sweden,Malmö,incoming,
e309c9d2-48d8-4e0d-b0fe-0e81b9977ddf,2025-04-15 10:06:00,29950.9,SEK,SE8902YFNV15788568473424,SE8902KQTT53706765844553,Sweden,Alingsås,Sweden,Falun,incoming,
21e236e3-8ea9-4850-802d-defac5e66faf,2025-04-06 08:10:00,42919.98,SEK,SE8902LSEC82086405777991,SE8902SBKV17928186427622,Sweden,Skellefteå,Sweden,Halmstad,incoming,
42f91610-1d9b-40ea-ab44-aa87883c26d7,2025-03-25 21:16:00,10141.84,SEK,SE8902MPBO87772633723937,SE8902JWXW28958053475452,Sweden,Karlskoga,Sweden,Mölndal,incoming,
ee09ee89-61a7-4bc0-af38-19a825560958,2025-02-03 02:13:00,5762.32,SEK,SE8902FWHV93976568931219,SE8902NBPA53790596412090,Sweden,Trelleborg,Sweden,Eskilstuna,outgoing,
e8eb4b08-ba7b-41e5-bfe6-a170084df7db,2025-03-03 18:55:00,23148.53,SEK,SE8902IQDI59898249098467,SE8902LVNK47443019784697,Sweden,Malmö,Sweden,Karlstad,incoming,
6f6d20e2-856e-44a8-95a5-9fec145bfc66,2025-05-02 22:20:00,41517.35,SEK,SE8902LDPN73303918695424,SE8902FBTR73223116722714,Sweden,Eskilstuna,Sweden,Trelleborg,incoming,
f910cf41-ca74-4b49-aca0-53d193bce088,2025-02-24 11:19:00,38142.39,SEK,SE8902MDNR23654048962365,SE8902UYWH41914146129072,Sweden,Norrköping,Sweden,Sundsvall,outgoing,
48ddc4b6-667a-4d4b-9f06-4c7b75bc9977,2025-05-08 15:31:00,40714.53,SEK,SE8902YIGY15689375176219,SE8902TUFM02844898189627,Sweden,Borås,Sweden,Linköping,incoming,
015b49aa-242c-4c74-a3ce-671b0e446a0e,2025-01-27 11:26:00,26766.68,SEK,SE8902OVTP75889092553957,SE8902EUXF81891691396825,Sweden,Norrköping,Sweden,Borås,incoming,
3cf6016c-e4f9-4aee-af18-70bf923f5c8f,2025-02-12 07:15:00,45738.98,SEK,SE8902AOEI11888157159723,SE8902DGRO18476288845448,Sweden,Halmstad,,Lund,incoming,Mobile recharge
a11d0dbb-ff81-4086-9a8d-8a27a175db2a,2025-01-06 14:53:00,6467.56,SEK,SE8902ZJBK03539793529686,SE8902ZRRV53604198996393,Sweden,Skellefteå,Sweden,Skövde,incoming,
c7f5ab5c-6dc4-409c-b005-390c6c95336d,2025-05-06 20:41:00,17321.95,SEK,SE8902EJYN15169896233918,SE8902XPRV76493567899496,,Karlskoga,Sweden,Karlstad,incoming,Online purchase
bbf4eaa6-822b-4ffc-b801-2ebdecf4a6c8,2025-02-16 13:01:00,31300.82,SEK,SE8902ZNHI21783939608864,SE8902JYVV72673862515999,Sweden,Göteborg,Sweden,Uppsala,outgoing,
4b7724b9-28c6-4148-883a-9b69931390cd,2025-03-23 23:18:00,36656.63,SEK,SE8902GAFL88123638280516,SE8902XZSQ43469647161652,Sweden,Landskrona,Sweden,Jönköping,incoming,
c3e12a8d-a552-40a8-832c-e20ab6450e0f,2025-02-22 15:28:00,30678.79,SEK,SE8902GGWE97497502378359,SE8902MQQY51782698732487,Sweden,Göteborg,Sweden,Södertälje,incoming,
ce35d156-738f-4cda-906b-662f3e1f0e32,2025-05-02 08:13:00,23422.54,SEK,SE8902IGWD35040860470840,SE8902VXXB63484309612552,Sweden,Västerås,Sweden,Malmö,outgoing,
e2f22908-81c0-4248-9f7f-f18ab35231ad,2025-02-02 20:58:00,34619.0,SEK,SE8902ENMF86033537014424,SE8902YREH60256445948405,Sweden,Borås,Sweden,Jönköping,incoming,
82276cc1-8ed6-45c6-a6e1-5a3fa3c75312,2025-01-05 03:56:00,41556.98,SEK,SE8902XNUU38667095299418,SE8902IETM52089049623113,Sweden,Lidingö,Sweden,Västerås,incoming,
0aee3d70-a14b-4a95-b6c1-bb28205799b7,2025-04-02 10:57:00,25787.5,SEK,SE8902LOKN91099936771965,SE8902RFAD93127690350624,Sweden,Södertälje,Sweden,Luleå,outgoing,
1d5a8100-9a88-4d7a-b436-3d170870faf7,2025-03-08 12:12:00,6026.92,SEK,SE8902LDPN73303918695424,SE8902PCFD04141042982858,,Karlstad,Sweden,Kristianstad,incoming,Utility bill
f52a697f-908e-41c4-b8c5-0ca8c9ef4a2e,2025-03-14 00:44:00,26705.48,SEK,SE8902VBPS31468933549596,SE8902EQYQ41081582080415,Sweden,Gävle,Sweden,Lidköping,outgoing,
686efffc-2466-4182-8bc2-ce94c17dfd2a,2025-04-18 23:00:00,46257.35,SEK,SE8902ENZW25848870664611,SE8902NHEC01255630352421,Sweden,Motala,Sweden,Lidköping,outgoing,
199bbaae-efa2-4400-985a-cade57109309,2025-05-04 09:58:00,40493.11,SEK,SE8902TMVQ62559128130402,SE8902JFLG01724285840236,Sweden,Nyköping,Sweden,Uddevalla,incoming,
1123fce6-ae68-4964-8c2c-763a2e75a73f,2025-04-03 18:33:00,31922.85,SEK,SE8902TMSX38474464548691,SE8902HAHX05192939117708,Sweden,,Sweden,Alingsås,incoming,Payment for invoice #1251
cdf5ed64-6472-44a7-a5d0-3b2d7a272802,2025-01-01 00:01:00,27248.95,SEK,SE8902RQNM94686024135916,SE8902REOE84824920257605,Sweden,,Sweden,Jönköping,outgoing,Tax refund
95b356c0-946d-4de7-9dde-7c06510c7988,2025-01-18 20:10:00,14484.92,SEK,SE8902WCIT71011280885223,SE8902IQRO13056391101908,Sweden,Mölndal,Sweden,Kalmar,outgoing,
22d5ea22-c106-4728-ace9-669a6e83fb6d,2025-02-18 12:51:00,25666.51,SEK,SE8902OZBM53448690509013,SE8902SPLA84551710891296,Sweden,Örebro,,Motala,incoming,Mobile recharge
59416984-0b11-4faa-b65e-6824bd59cdee,2025-01-27 22:59:00,20498.29,SEK,SE8902FUAR93924916890637,SE8902TOSX14314674232363,Sweden,Linköping,Sweden,Luleå,incoming,
3740119c-68f5-40bd-a658-e226f6a013fd,2025-02-12 10:17:00,44221.21,SEK,SE8902UWHJ79819805055119,SE8902ZUBS27912610124575,Sweden,Sundsvall,,Nyköping,outgoing,
56ec97b5-d2ed-4939-9ba5-0748b39f18fd,2025-03-24 02:44:00,11466.36,SEK,SE8902OVTP75889092553957,SE8902PEJL40222448009128,Sweden,Mölndal,Sweden,Nyköping,incoming,
7749d3b7-3038-4db0-9181-41d63a5290ca,2025-02-27 07:47:00,3761.78,SEK,SE8902BSOB17404569244252,SE8902WABA80671991745830,Sweden,Kalmar,Sweden,Varberg,outgoing,
a24f457d-3d00-424a-8f1a-421ecd251464,2025-01-31 14:12:00,24460.31,SEK,SE8902DPEV86073624782716,SE8902XBIN60287954526260,Sweden,Umeå,Sweden,Gävle,incoming,
edb8f554-7144-4176-872d-6bda62178bbe,2025-03-22 06:25:00,44775.35,SEK,SE8902GWOF13656646987338,SE8902VBHN50052224387585,Sweden,Trelleborg,Sweden,Örnsköldsvik,incoming,
fb05bb50-ce48-4ef0-a625-ccacf99f086c,2025-03-15 08:04:00,39015.38,SEK,SE8902JUBX10521679094085,SE8902YCMH62501138405727,Sweden,Borås,Sweden,Alingsås,outgoing,
103bbbac-3878-4c12-a173-5176097ac715,2025-05-14 23:47:00,29960.5,SEK,SE8902TVVW07944483518187,SE8902SNGW19711846882889,Sweden,Umeå,Sweden,Halmstad,incoming,
9779ae8e-d30b-4dc9-82b2-627c377c6cf0,2025-01-29 15:27:00,461.87,SEK,SE8902KLVA35234334264887,SE8902ZRZI47417483372579,Sweden,,Sweden,Jönköping,incoming,Subscription fee
db8f175b-fcae-46c7-a9be-65713f7b2a01,2025-02-01 12:14:00,44151.14,SEK,SE8902WATX62152063702344,SE8902VYBF24172056441453,Sweden,Uddevalla,Sweden,Lidköping,outgoing,
0264c409-d51b-451a-87d0-1735c5a6a3da,2025-04-11 18:28:00,18156.7,SEK,SE8902VJMZ66585930292336,SE8902IMDH11855815032434,Sweden,Kalmar,Sweden,,incoming,
db6c2272-7349-4e34-9b1a-bc72bf15243e,2025-02-06 14:52:00,45435.93,SEK,SE8902SPOT75366803801987,SE8902WSLA24954889786348,Sweden,Landskrona,Sweden,Lidingö,incoming,
3db635a9-30cd-4b6a-97ee-605f4d25442e,2025-02-03 19:04:00,2803.44,SEK,SE8902NOWZ09781738609160,SE8902VBSX39074781358158,Sweden,Trelleborg,Sweden,Örnsköldsvik,outgoing,
be765a04-37c9-4b03-b1c9-9c0b93c5ce5b,2025-01-30 23:11:00,40577.06,SEK,SE8902QYWM08226326615443,SE8902FSHA42297476809642,Sweden,Uddevalla,Sweden,Borlänge,outgoing,
faa232e4-a430-41be-a577-b353ae9a0940,2025-05-18 20:00:00,30889.54,SEK,SE8902HXLB10149156679316,SE8902XIPF48454762305912,Sweden,Stockholm,Sweden,Luleå,incoming,
35d1ee7f-4085-40ee-8140-6fc634b4978c,2025-01-16 22:55:00,1146.35,SEK,SE8902GBSN65881879746261,SE8902ARJI52424267786590,Sweden,Östersund,Sweden,Skövde,incoming,
80e91015-5596-4a38-8198-f26769d3a5f5,2025-03-23 05:01:00,19219.96,SEK,SE8902XCIR72675281902466,SE8902MQJP11380705638246,Sweden,Trollhättan,Sweden,Västerås,outgoing,
a4f46e50-2a82-46d0-a930-c7fe994a3de9,2025-01-11 04:50:00,13781.85,SEK,SE8902ROXJ87709608865856,SE8902NVPZ06971021222436,Sweden,Gävle,Sweden,Lidingö,outgoing,
5f7449a7-be59-4c1a-8393-396327df208d,2025-02-19 06:18:00,12403.89,SEK,SE8902DYMK28727836359365,SE8902STMW83870980133580,Sweden,Västerås,Sweden,Halmstad,incoming,
95bed90a-12fe-4bfe-9e80-2727aac4d613,2025-03-06 09:11:00,16007.69,SEK,SE8902IFOG47846578093385,SE8902ZKCR38556369708361,Sweden,Malmö,Sweden,,outgoing,Rent transfer
f23eb6dd-23f2-4a42-813c-b0318dfabcfb,2025-01-24 00:15:00,40343.83,SEK,SE8902ABDS01701364961907,SE8902UZBS49516417731818,Sweden,Piteå,Sweden,Trelleborg,incoming,
ad393713-30cb-40a4-a4fb-74d1c509a2d3,2025-02-13 22:09:00,28280.24,SEK,SE8902HWHC81157429988113,SE8902HODK85678819977506,Sweden,,Sweden,Motala,incoming,Payment for invoice #3132
3bc6dc63-3b62-401e-9ccd-f8c8369e7ac6,2025-04-21 20:48:00,42570.74,SEK,SE8902TDWF15245617438533,SE8902ONZU44479921442383,Sweden,Ängelholm,Sweden,,incoming,Mobile recharge
0769293f-13d2-4e52-bd9c-f61185ae68be,2025-05-13 17:05:00,16969.99,SEK,SE8902SXSV66139578019742,SE8902YIGY15689375176219,Sweden,Umeå,Sweden,Luleå,incoming,
a81d667e-ca2d-412d-ad8a-70c9e5edb134,2025-05-08 13:36:00,10830.38,SEK,SE8902BPMW61406251979814,SE8902RUFS60316465651336,Sweden,Skövde,Sweden,Linköping,outgoing,
f991dbc5-4a79-4905-8c59-af916d768cd3,2025-04-17 21:17:00,23179.08,SEK,SE8902QLED17935826591915,SE8902UNVY51069080799808,Sweden,Landskrona,Sweden,Örebro,incoming,
5f2cfb17-78ed-4d5f-9717-7218ab2a7875,2025-03-02 20:28:00,5493.05,SEK,SE8902ROFI55976431488069,SE8902ELOW76907000148619,Sweden,Nyköping,Sweden,Borlänge,outgoing,
0e45e96f-ee7d-4965-91f1-43609dcf9e7a,2025-04-12 22:11:00,43086.98,SEK,SE8902QYWM08226326615443,SE8902IASU37111569398010,Sweden,Ängelholm,Sweden,Karlstad,incoming,
f1139974-5ff5-4dbe-9315-0a69c0031c9f,2025-05-17 20:51:00,3366.86,SEK,SE8902IGKY05275707479128,SE8902XSYV69131047178016,Sweden,Örnsköldsvik,Sweden,Umeå,incoming,
9c9d18f3-c909-4a23-8769-dd60c69b8bf3,2025-03-17 23:31:00,43677.5,SEK,SE8902XCIR72675281902466,SE8902FCSV26977507325534,Sweden,,Sweden,Norrköping,incoming,Tax refund
aa684da7-ab4d-4706-b05d-ac9b872f3046,2025-02-11 12:25:00,24478.91,SEK,SE8902KWBD56921885506215,SE8902UYWH41914146129072,,Sandviken,Sweden,Motala,incoming,Utility bill
9b3f036e-9ca3-426f-9331-da615efd0e38,2025-03-19 21:19:00,24715.51,SEK,SE8902XPHQ15953762308017,SE8902AUQD67157033620100,Sweden,Norrköping,Sweden,Halmstad,outgoing,
8322dd37-b668-409b-841f-177ec5dd2b41,2025-03-09 09:46:00,442.82,SEK,SE8902XNEE54146257506129,SE8902NFEX92122769382579,Sweden,Eskilstuna,Sweden,Örnsköldsvik,outgoing,
c409916b-561c-4259-a3ac-3f8edd4cff34,2025-01-22 02:47:00,7150.6,SEK,SE8902RATJ14504736298199,SE8902WSLA24954889786348,Sweden,Sundsvall,Sweden,Västerås,incoming,
0bd0ee42-2f2e-4018-85e1-f21ef45bf8fe,2022-07-30 05:17:00,42087.93,SEK,SE8902DPEV86073624782716,SE8902EBQG46394645816502,Sweden,Växjö,Sweden,Karlskrona,incoming,
6c7eefcd-9f54-4b1c-a844-24bc2cd1da40,2025-01-08 11:35:00,5128.5,SEK,SE8902XARR24637715791113,SE8902GYOM68592348894619,Sweden,Östersund,,Helsingborg,incoming,Online purchase
b4e6340d-d6f4-4dc7-9527-bf76dee2eb19,2025-02-17 04:57:00,322.97,SEK,SE8902MAVP99765805035027,SE8902XFGN05965642065136,Sweden,Luleå,,Sundsvall,incoming,Freelance project payment
